text,label
"Prin acceptarea ofertei, Cumpărătorul se angajează să respecte toate procedurile logistice și de retur prevăzute în portalul online al Operatorului, proceduri care pot fi accesate doar după crearea unui cont de utilizator.",1
"Firma de contabilitate poate externaliza prelucrarea datelor financiare și a statelor de plată către operatori din afara Uniunii Europene, fără consimțământul prealabil, expres și informat al Beneficiarului.",1
"Agenția poate înlocui unitatea de cazare contractată inițial cu una de categorie cel puțin similară sau poate modifica orarul de zbor, cu notificarea prealabilă a Turistului și cu consimțământul acestuia, sau cu dreptul Turistului de a rezilia și a primi rambursarea integrală.",0
"Clientul va plăti în întregime taxa anuală de licențiere, chiar și în eventualitatea în care platforma software este indisponibilă, nefuncțională sau în mentenanță pentru perioade ce depășesc 30 de zile cumulate pe an.",1
"Clientul are sarcina de a dovedi fără echivoc că o tranzacție frauduloasă cu cardul s-a produs din cauza unei breșe de securitate a Băncii, în caz contrar Banca prezumând culpa exclusivă a Utilizatorului.",1
"Beneficiarul are dreptul de a rezilia documentul contractual pentru neîndeplinirea repetată și documentată a obligațiilor de intervenție de către Prestator, cu notificarea prealabilă și acordarea unui termen rezonabil de remediere.",0
"Abonamentul promoțional pe 3 luni se poate prelungi automat cu un abonament lunar la prețul standard. Consumatorul primește o notificare cu 30 de zile înainte cum și poate renunța la prelungire oricând, inclusiv online sau telefonic.",0
"Agenția de marketing digital decide strict dacă obiectivele campaniei au fost atinse, raportându-se strict la metricile și instrumentele de tracking pe care le consideră relevante, fără a accepta datele din platformele Clientului.",1
"Conducerea unității de cazare are dreptul exclusiv de a interpreta ce constituie un comportament inadecvat ori deranjant, comportament care atrage evacuarea imediată a clientului, fără rambursare.",1
"Furnizorul își rezervă dreptul absolut de a modifica în mod unilateral oricare dintre prevederile prezentului contract, inclusiv structura abonamentului, extraopțiunile dar și tarifele aplicabile. Utilizatorul va fi considerat notificat prin simpla menționare a acestor modificări pe aversul sau reversul facturii lunare.",1
"Clientul expeditor va achita 100% contravaloarea transportului conform facturii emise, neputând invoca refuzul la plată pe motivul pierderii, deteriorării sau întârzierii nejustificate a coletului de către Curier.",1
Termenele de livrare a blocului includ un prag de toleranță de două luni stipulat prin legile din construcții; în situația în care se amână mai mult antreprenorul va începe alocarea de penalități lunare în folosul promitentului-cumpărător egale cu 0.5% pe zi întârziere.,0
"Consumatorul are dreptul de a denunța prezentul contract de furnizare ca răspuns la majorarea unilaterală a tarifului pe kW cu mai mult de 10%, cu un preaviz de 30 de zile, fără plata unor penalități.",0
"Clientul acceptă limitările de răspundere prevăzute în documentele de transport emise de terți (transportatori maritime, feroviari), documente care se vor emite abia la momentul expedierii mărfii.",1
"Furnizorul publică în mod transparent definițiile tehnice ale fluctuațiilor normale de tensiune, iar consumatorul păstrând opțiunea de a contesta rapoartele tehnice prin expertize independente.",0
"Finanțatorul poate propune schimbarea companiei de asigurări CASCO cu notificarea Utilizatorului cu cel puțin 30 de zile înainte, Utilizatorul păstrând libertatea de a accepta sau de a rezilia contractul de leasing fără penalități suplimentare.",0
"Fotograful are discreție absolută dar și exclusivă în a stabili dacă materialul editat final corespunde artistic cerințelor și viziunii, Turistul neputând refuza plata pe motive de estetică sau stilizare.",1
"Operatorul poate aplica politici de gestionare a traficului în rețea în situații tehnice justificate, cu informarea prealabilă a clientului. Orice modificare permanentă a parametrilor de serviciu garantați (viteză, volum de date) acordă Clientului dreptul de încetare fără penalizări.",0
"Prezentul abonament se prelungește automat pentru o nouă perioadă de 12 luni dacă Abonatul nu transmite o cerere de denunțare cu cel puțin 30 de zile înainte de data expirării, prin orice mijloc de comunicare uzual (e-mail, telefon, scrisoare).",0
"Decizia privind remedierea defecțiunilor aparține Operatorului în baza expertizei tehnice, dar Beneficiarul are prerogativa de a contesta calitatea manoperei și de a solicita o inspecție independentă sau remedieri suplimentare fără costuri.",0
"Utilizatorul are obligația să probeze traseul ocolitor efectuat de șofer strict cu date GPS din aplicația Furnizorului, capturile de ecran din aplicații de navigație terțe (ex: Google Maps) nefiind admise.",1
Licențiatorul poate modifica funcționalitățile aplicației cu notificarea prealabilă a utilizatorilor cu cel puțin 30 de zile înainte. Reducerea semnificativă a funcționalităților incluse în licența plătită acordă utilizatorilor dreptul la compensații proporționale sau la rezilierea contractului cu rambursare.,0
"Licența anuală se reînnoiește automat, Utilizatorul primind o notificare cu 30 de zile înainte de scadență. Utilizatorul îi este permis să anula reînnoirea automată oricând înainte de scadență, prin orice canal de comunicare disponibil.",0
"Angajatorul nu poate denunța abonamentul premium sub nicio formă pe perioada valabilității, chiar în situația în care platforma Furnizorului a suferit breșe de securitate masive care au expus datele confidențiale ale candidaților.",1
"Operatorul aplică politicile de utilizare rezonabilă a datelor mobile conform parametrilor publicați în oferta comercială, Beneficiarul putând contesta orice restricție despre care consideră că depășește limitele contractuale.",0
Asigurătorul este obligat să soluționeze dosarele de daună în termenele legale; întârzierea nejustificată cu peste 45 de zile acordă Asiguratului dreptul la penalități de întârziere și la suspendarea plății primelor curente.,0
Promitentul-Vânzător poate modifica finisajele sau materialele de construcție exclusiv cu acordul scris al Promitentului-Cumpărător și numai cu materiale de calitate cel puțin echivalentă celor stipulate în antecontract. Refuzul Cumpărătorului acordă dreptul de reziliere și restituire integrală a avansului.,0
"În situația unor erori de afișare a prețurilor, specificațiilor ori a regulamentelor campaniilor promoționale pe site, interpretarea corectă a ofertei cum și a validității acesteia va aparține exclusiv Vânzătorului.",1
Consumatorul are dreptul la o reducere proporțională a facturii ori la compensații în situația în care Furnizorul nu a asigurat continuitatea alimentării cu energie la parametrii calitativi stipulați în contract.,0
"Operatorul de cablu are prerogativa exclusiv de a modifica unilateral structura grilei de programe, introducând sau eliminând canale TV din pachetul contractat, fără a oferi posibilitatea rezilierii anticipate.",1
"Utilizatorul poate solicita oricând închiderea contului curent; existența unui sold negativ de până la 5 RON nu constituie un motiv de blocare a rezilierii, Banca putând compensa soldul negativ la momentul închiderii.",0
"Returnarea autoturismului cu interiorul murdar va atrage aplicarea unei taxe de igienizare precum și penalizare în valoare forfetară de 250 EUR, reținută direct și inatacabil din depozitul de garanție constituit de Client.",1
"Asigurătorul plătește despăgubiri pentru valoarea reală a vehiculului la data producerii daunei, conform normelor ASF, fără a aplica franșize ascunse fie nedeclarate la momentul încheierii poliței.",0
"Angajatorul va achita integral costul publicării anunțurilor de angajare, chiar dacă platforma Furnizorului se confruntă cu erori tehnice care împiedică candidații să aplice la joburile respective.",1
"Transportatorul principal poate subcontracta cursa numai cu informarea Expeditorului, răspunderea pentru avarierile sau pierderile pe durata transportului efectiv rămânând în sarcina solidară a Transportatorului principal.",0
"Evaluarea performanței campaniei de marketing se face pe baza KPI-lor agreați de ambele părți la semnarea prezentului acord, folosind instrumente de tracking acceptate de ambele părți.",0
"Vânzătorul poate livra autovehiculul cu dotări opționale modificate față de comandă exclusiv cu acordul scris al Turistului, obținut înainte de livrare. Refuzul Cumpărătorului este acceptat fără penalități.",0
"Cumpărătorul va achita integral prețul pentru cantitatea de grâu livrată, neavând dreptul legal de a compensa acest preț cu datoriile pe care fermierul (Furnizorul) le are către el din anul agricol precedent.",1
"Împrumutatul are dreptul de a compensa sumele datorate Băncii cu depozitele bancare fie cu sumele blocate nejustificat de Bancă în conturile sale, compensarea legală funcționând în condițiile Codului Civil.",0
"Platforma acționează în mod exclusiv ca intermediar tehnic și își declină orice răspundere pentru fraudele comise de vânzătorii terți pe site, cumpărătorul neavând dreptul de a solicita recuperarea prejudiciului de la administratorul platformei.",1
"Executantul nu poartă nicio răspundere pentru deteriorarea, decolorarea sau intrarea la apă a articolelor vestimentare predate, despăgubirea acordată clientului fiind limitată strict la returnarea contravalorii bonului fiscal.",1
"În caz de neînțelegeri privind facturarea, Abonatul poate sesiza oricând Autoritatea Națională pentru Administrare și Reglementare în Comunicații (ANCOM) fie instanțele judecătorești, procedura de mediere internă nefiind obligatorie.",0
Angajatorul are prerogativa la compensații fie la reducerea facturii pentru perioadele în care platforma Furnizorului s-a confruntat cu erori tehnice ce au împiedicat candidații să aplice.,0
"Abonamentul pe 12 luni poate fi reziliat anticipat în situații obiective (mutare în altă localitate, afecțiune medicală dovedită, forță majoră), cu un avans de preaviz rezonabil cum și cu o taxă de rezoluțiune proporțională cu lunile rămase.",0
"Prestatorul poate actualiza Termenii cum și Condițiile de utilizare, cu obligația de a notifica Utilizatorul prin mijloace clare și vizibile cu cel puțin 15 zile înainte de intrarea în vigoare. Continuarea utilizării platformei după această perioadă reprezintă acceptul Utilizatorului; în caz de refuz, acesta poate rezilia contractul fără penalități.",0
"Agenția îi este permis să modifica bugetul total alocat promovării online din contul Clientului după propria apreciere tehnică, deducând direct sumele de pe card fără aprobare sau aviz prealabil.",1
"Platforma își rezervă dreptul de a actualiza unilateral pachetul de servicii, de a elimina conținut și de a majora taxa lunară de abonament, abonatul renunțând la orice pretenții în legătură cu aceste schimbări.",1
"Prezentul acord de mentenanță pe 5 ani se prelungește din oficiu cu încă o perioadă similară, cu excepția situației în care Beneficiarul denunță contractul prin executor judecătoresc cu 6 luni înainte de expirare.",1
"Prestatorul poate suplimenta costul devizului estimativ inițial numai pentru lucrări suplimentare identificate și comunicate clientului în scris, cu obținerea acordului prealabil al acestuia. Beneficiarul are dreptul de a refuza lucrările suplimentare și de a ridica autovehiculul după achitarea lucrărilor deja efectuate.",0
"Operatorul de cablu are dreptul exclusiv de a modifica din proprie inițiativă structura grilei de programe, introducând sau eliminând canale TV din pachetul contractat, fără a oferi posibilitatea rezilierii anticipate.",1
"Prezentul contract conține integral toate drepturile dar și obligațiile părților, regulile asociațiilor profesionale aplicabile fiind menționate explicit și atașate ca anexe în traducere autorizată.",0
"Banca își rezervă prerogativa discreționar de a bloca accesul la cardul de credit în orice moment, fără notificare prealabilă și fără a oferi o motivație Beneficiarului.",1
"Clientul are dreptul de a solicita rezilierea anticipată a contractului dacă viteza reală a internetului furnizat scade constant sub parametrii garantați, cu notificarea prealabilă a Operatorului și acordarea unui termen rezonabil de remediere.",0
"Designerul va stabili unilateral dar și definitiv dacă propunerea 3D livrată corespunde brief-ului inițial, având dreptul să respingă cererile de modificare ale Beneficiarului sub pretextul nealinierii la standardele de design.",1
"Consumatorul nu este exonerat de la plata facturii de energie electrică estimată, chiar dacă Furnizorul nu a asigurat continuitatea alimentării cu energie la parametrii calitativi stipulați în contract.",1
Abonamentul promoțional pe 3 luni se va prelungi automat cu un abonament Premium pe 12 luni la preț întreg. Utilizatorul îi este permis să renunța la prelungire numai dacă trimite un formular fizic la sediul nostru cu 40 de zile înainte de expirarea ofertei.,1
Furnizorul de servicii cloud poate modifica limitele de stocare ori capacitatea de procesare garantată exclusiv cu notificarea Clientului cu cel puțin 30 de zile înainte. Reducerea resurselor față de cele contractate acordă Clientului dreptul la reducerea proporțională a tarifului sau la rezilierea contractului.,0
"Contorul de apă al Furnizorului poate fi contestat de consumator prin solicitarea verificării metrologice de către un organism autorizat independent, costurile urmând a fi suportate de Furnizor în cazul în care contorul se dovedește inexact.",0
"Gradul de curățenie și igienizare atins în urma intervenției va fi evaluat exclusiv de către supervizorul Prestatorului, constatarea acestuia fiind suficientă pentru a atesta îndeplinirea obligațiilor contractuale.",1
"Beneficiarul are dreptul de a solicita reducerea fie suspendarea plăților în cazul în care echipajele Prestatorului nu s-au prezentat la obiectiv în timpii garantați în contract, conform clauzei de nivel al serviciului (SLA).",0
Calitatea finisajelor și încadrarea acestora în standardele de toleranță prevăzute în proiect se vor stabili exclusiv pe baza constatării unilaterale a inginerului de șantier al Constructorului.,1
Licențiatorul are prerogativa de a ajusta funcționalitățile aplicației cu notificarea prealabilă a utilizatorilor cu cel puțin 30 de zile înainte. Reducerea semnificativă a funcționalităților incluse în licența plătită acordă utilizatorilor dreptul la compensații proporționale ori la rezilierea contractului cu rambursare.,0
"Producătorul decide unilateral dacă eventualele abateri de nuanță, textură a lemnului ori mici diferențe dimensionale se încadrează în limitele normale de fabricație, Clientul fiind ținut să recepționeze marfa.",1
"În caz de neînțelegeri privind facturarea, Abonatul îi este permis să sesiza oricând Autoritatea Națională pentru Administrare și Reglementare în Comunicații (ANCOM) sau instanțele judecătorești, procedura de mediere internă nefiind obligatorie.",0
Agenția organizatoare răspunde pentru calitatea serviciilor prestate de companiile terțe angajate în organizarea pachetului turistic și îi este interzis să exclude răspunderea sa față de turist pentru prestațiile subcontractorilor.,0
"Beneficiarul este exonerat de la plata bugetului de publicitate pentru perioadele în care Agenția nu a livrat materialele la termenul convenit, cu prerogativa la compensații proporționale cu prejudiciul cauzat.",0
Asigurătorul poate propune modificarea clauzelor poliței fie a riscurilor acoperite exclusiv cu consimțământul scris al asiguratului și cu respectarea unui preaviz de 14 zile. Lipsa acordului asiguratului dă dreptul acestuia de a rezilia polița cu rambursarea primei pentru perioada neexpirată.,0
"Angajatorul are posibilitatea să dovedi lipsa de competențe a candidatului prin orice mijloc rezonabil și obiectiv, nu doar prin teste psihologice și tehnice autorizate realizate în primele 5 zile.",0
Serviciile de găzduire sunt supuse reînnoirii automate pe o perioadă de 3 ani. Notificarea de renunțare este validă numai dacă este trimisă cu minimum 120 de zile înainte de aniversarea contractului.,1
"În caz de fuziune sau achiziție, entitatea cumpărătoare preia obligațiile contractuale complet, inclusiv nivelul de suport tehnic convenit, fără modificări unilaterale defavorabile Utilizatorului.",0
"Din momentul semnării devizului estimativ, Utilizatorul are dreptul de a-și retrage autoturismul în orice moment, achitând proporțional lucrările deja efectuate. Dacă prețul final depășește cu mai mult de 20% estimarea inițială, Clientul are posibilitatea să refuza lucrările suplimentare.",0
"Locatorul are posibilitatea să transmite drepturile contractuale în mod exclusiv cu notificarea prealabilă a Locatarului, condițiile contractuale rămânând neschimbate, iar Locatarul păstrând toate drepturile față de noul creditor.",0
"Transportatorul principal are posibilitatea să subcontracta cursa exclusiv cu informarea Expeditorului, răspunderea pentru avarierile sau pierderile pe durata transportului efectiv rămânând în sarcina solidară a Transportatorului principal.",0
"Utilizatorul acceptă limitările de răspundere prevăzute în documentele de transport emise de terți (transportatori maritime, feroviari), documente care se vor emite abia la momentul expedierii mărfii.",1
"Furnizorul își rezervă libertatea absolut de a modifica în mod unilateral oricare dintre prevederile prezentului contract, inclusiv structura abonamentului, extraopțiunile și tarifele aplicabile. Clientul va fi considerat notificat prin simpla menționare a acestor modificări pe aversul sau reversul facturii lunare.",1
"Banca poate modifica beneficiile atașate cardului de credit cu notificarea scrisă a clientului cu cel puțin 15 zile înainte, clientul putând rezilia contractul de card fără penalizări în caz de dezacord.",0
"Polița de asigurare CASCO se poate prelungi fără intervenție pentru încă un an, Asiguratul primind o notificare cu 45 de zile înainte. Refuzul prelungirii poate fi comunicat prin orice mijloc (e-mail, telefon, aplicație) înainte de scadență.",0
"Abonamentul promoțional pe 3 luni se poate prelungi automat cu un abonament lunar la prețul standard. Turistul primește o avizare cu 30 de zile înainte și poate renunța la prelungire oricând, inclusiv online sau telefonic.",0
Asiguratul are dreptul de a solicita o re-evaluare a dosarului de daună la centrul regional în situația în care oferta inițială de despăgubire nu acoperă nivelul reparațiilor recomandate de un service autorizat RAR.,0
"Clientul are obligația să probeze întreruperile de conexiune exclusiv prin teste de viteză efectuate prin platforma proprietară a Furnizorului, testele realizate pe platforme independente (ex: Speedtest) neavând valoare probatorie.",1
"Prestatorul deține dreptul exclusiv și discreționar de a actualiza, revizui sau modifica Termenii și Condițiile de utilizare în orice moment, fără o înștiințare prealabilă. Continuarea accesării sau utilizării platformei de către Utilizator după implementarea oricăror modificări reprezintă acceptarea tacită, deplină și irevocabilă a noilor termeni contractuali.",1
"Banca poate modifica beneficiile atașate cardului de credit cu notificarea scrisă a clientului cu cel puțin 30 de zile înainte, clientul putând rezilia prezentul acord de card fără penalități în caz de dezacord.",0
"Clientul en-gros decide discreționar la momentul recepției mărfii dacă recolta livrată de fermier respectă standardele de calibru și calitate, putând aplica penalități discreționare pe baza propriei aprecieri.",1
"Orice litigiu decurgând din sau în legătură cu prezentul contract de credit va fi soluționat exclusiv și definitiv de către Curtea de Arbitraj Comercial, Pacientul renunțând expres la dreptul de a se adresa instanțelor judecătorești de drept comun.",1
"Prestatorul serviciilor de mentenanță poate reduce frecvența vizitelor tehnice lunare, în cazul în care, pe baza propriei analize, consideră că echipamentele Beneficiarului nu necesită intervenții atât de dese.",1
Utilizatorul nu poate invoca pierderea de date decât în ipoteza în care aduce probe provenite dintr-un audit IT independent care să ateste că eroarea a aparținut exclusiv codului sursă al Furnizorului.,1
"Vânzătorul poate suplimenta costul devizului estimativ inițial exclusiv pentru lucrări suplimentare identificate și comunicate clientului în scris, cu obținerea acordului prealabil al acestuia. Clientul are dreptul de a refuza lucrările suplimentare și de a ridica autovehiculul după achitarea lucrărilor deja efectuate.",0
"Dacă Utilizatorul nu predă autovehiculul exact la data expirării contractului, va fi obligat la plata unei penalizări fixe de 500 EUR pentru fiecare zi de întârziere, independent de rata lunară de leasing.",1
Licențiatorul poate modifica funcționalitățile aplicației cu avizarea prealabilă a utilizatorilor cu cel puțin 30 de zile înainte. Reducerea semnificativă a funcționalităților incluse în licența plătită acordă utilizatorilor opțiunea la compensații proporționale sau la rezilierea contractului cu rambursare.,0
"Prin acceptarea ofertei, Clientul declară că a luat la cunoștință procedurile logistice și de retur prevăzute în secțiunea 'Politica de retur' publicată pe site-ul Vânzătorului, proceduri accesibile public fără necesitatea creării unui cont.",0
"Consumatorul nu va putea rezilia prezentul contract pe motivul prestării defectuoase a serviciilor de mentenanță, singurul remediu acceptat fiind acordarea unui termen de grație suplimentar de 90 de zile pentru remedierea erorilor de către Prestator.",1
"Clientul nu poate solicita închiderea contului curent și rezilierea prezentului contract de prestări servicii bancare atâta timp cât există o dispută în curs privind anumite comisioane ori un sold negativ, fie el și de 0.01 RON.",1
"Agenția de marketing digital decide strict dacă obiectivele campaniei au fost atinse, raportându-se strict la metricile precum și instrumentele de tracking pe care le consideră relevante, fără a accepta datele din platformele Clientului.",1
Părintele are dreptul de a retrage copilul și de a rezilia contractul cu rambursarea proporțională a taxei în situația în care instituția schimbă semnificativ personalul didactic fie programa educațională față de cea agreată.,0
"Conducerea hotelului definește în mod clar și transparent regulile de conduită în regulamentul intern al unității, pus la dispoziția clientului la check-in; evacuarea se face în mod exclusiv în condiții obiective și cu rambursare proporțională.",0
Dezvoltatorul poate înlocui materialele de construcție din Anexa tehnică doar cu materiale de calitate cel puțin echivalentă și cu aprobarea scris al Promitentului-Cumpărător obținut în prealabil.,0
"Orice litigiu decurgând din sau în legătură cu prezentul contract de credit va fi soluționat numai și definitiv de către Curtea de Arbitraj Comercial, clientul renunțând expres la dreptul de a se adresa instanțelor judecătorești de drept comun.",1
Asigurătorul este obligat să soluționeze dosarele de daună în termenele legale; întârzierea nejustificată cu peste 30 de zile acordă Asiguratului prerogativa la costuri adiționale de întârziere și la suspendarea plății primelor curente.,0
Licențiatorul are posibilitatea să schimba funcționalitățile aplicației cu notificarea prealabilă a utilizatorilor cu cel puțin 30 de zile înainte. Reducerea semnificativă a funcționalităților incluse în licența plătită acordă utilizatorilor dreptul la compensații proporționale sau la rezilierea contractului cu rambursare.,0
Dezvoltatorul îi este permis să înlocui materialele de construcție din Anexa tehnică în mod exclusiv cu materiale de calitate cel puțin echivalentă și cu acordul scris al Promitentului-Cumpărător obținut în prealabil.,0
"Utilizatorul are dreptul de a suspenda plata ratelor pachetului de garanție extinsă și de a solicita Vânzătorului preluarea produsului defect în service, conform garanției comerciale asumate.",0
Operatorul își rezervă opțiunea numai și inatacabil de a interpreta clauzele referitoare la ceea ce constituie o utilizare abuzivă sau nerezonabilă a traficului de date mobile inclus în abonament.,1
"Banca își rezervă dreptul absolut de a cesiona prezentul contract de credit, inclusiv datele personale ale Cumpărătorului, către orice entitate de recuperare creanțe terță, fără necesitatea obținerii prealabile a acordului Împrumutatului.",1
"Agenția poate schimba bugetul total alocat promovării online din contul Clientului după propria apreciere tehnică, deducând direct sumele de pe card fără aprobare sau aviz prealabil.",1
"Părțile convin că detaliile tehnice, termenele de garanție și cauzele de excludere a responsabilității se supun 'Manualului de Bune Practici', un document intern al companiei care nu necesită publicare fie atașare la contract.",1
Platforma are dreptul de a modifica pachetul de servicii sau taxa lunară de abonament cu notificarea abonatului cu cel puțin 30 de zile înainte. Abonatul care nu acceptă modificările poate rezilia abonamentul fără costuri adiționale și cu rambursarea proporțională a sumelor plătite în avans.,0
"Contractul de membru pe 1 an poate fi reînnoit din oficiu. Intenția de neprelungire poate fi comunicată prin orice mijloc (e-mail, aplicație, telefon) cu cel puțin 14 zile înainte de expirare, fără condiții de formă suplimentare.",0
Promitentul-Cumpărător nu îi este permis să proba existența unor vicii ascunse ale apartamentului decât printr-o expertiză realizată exclusiv de un expert agreat și plătit direct de către Promitentul-Vânzător.,1
Serviciile de găzduire sunt supuse reînnoirii anuale. Turistul este notificat cu 45 de zile înainte de scadență și poate renunța la reînnoire prin orice mijloc de comunicare cu cel puțin 15 zile înainte de expirare.,0
Prestatorul serviciilor de mentenanță poate ajusta frecvența vizitelor tehnice în mod exclusiv cu acordul prealabil al Beneficiarului și pe baza unui raport tehnic documentat și acceptat de ambele părți.,0
"Consumatorul este obligat să achite integral factura de reparații pentru a-precum și ridica autoturismul, neputând compensa această sumă cu valoarea pieselor sau bunurilor personale care au dispărut din interiorul mașinii pe durata șederii în atelier.",1
"Finanțatorul poate propune schimbarea companiei de asigurări CASCO cu notificarea Utilizatorului cu cel puțin 30 de zile înainte, Utilizatorul păstrând opțiunea de a accepta sau de a rezilia contractul de leasing fără penalități suplimentare.",0
"Clientul nu are posibilitatea să solicita închiderea contului curent și rezilierea contractului de prestări servicii bancare atâta timp cât există o dispută în curs privind anumite comisioane sau un sold negativ, fie el și de 0.01 RON.",1
"Vânzătorul poate livra autovehiculul cu dotări opționale modificate față de comandă exclusiv cu avizul scris al Beneficiarului, obținut înainte de livrare. Refuzul Cumpărătorului este acceptat fără penalități.",0
"Pachetul de sănătate corporativ îi este permis să fi reînnoit automat anual, Angajatorul primind o notificare cu 45 de zile înainte. Lista persoanelor retrase poate fi comunicată prin orice mijloc uzual de comunicare cu cel puțin 45 de zile înainte.",0
"Transportatorul principal are dreptul de a subcontracta 100% cursa către cărăuși independenți, exonerându-se total de răspundere pentru avarierea sau pierderea mărfii pe durata transportului efectiv.",1
"Dacă produsul returnat prezintă urme de uzură fie defecte, Vânzătorul motivează decizia în scris, iar Cumpărătorul are prerogativa de a contesta decizia și de a solicita o expertiză tehnică independentă sau de a se adresa ANPC.",0
Platforma poate modifica pachetul de servicii fie taxa lunară de abonament cu notificarea abonatului cu cel puțin 30 de zile înainte. Abonatul care nu acceptă modificările poate rezilia abonamentul fără penalități și cu rambursarea proporțională a sumelor plătite în avans.,0
"Utilizatorul nu are opțiunea de a solicita rezilierea anticipată a contractului și este obligat să achite lunile rămase, chiar și în situația în care viteza reală a internetului furnizat scade constant sub 10% din viteza minimă garantată.",1
"Distrugerea totală a autovehiculului (daună totală) sau furtul acestuia nu dă dreptul Utilizatorului de a rezilia angajamentul de leasing, acesta rămânând obligat să achite ratele lunare până la recuperarea sumei de la asigurător.",1
"Transportatorul principal are opțiunea de a subcontracta integral cursa către cărăuși independenți, exonerându-se total de răspundere pentru avarierea sau pierderea mărfii pe durata transportului efectiv.",1
"Promitentul-Vânzător are dreptul de a cesiona obligația de construire precum și predare a imobilului către un alt antreprenor general, Promitentul-Cumpărător fiind obligat să continue plățile către noul executant, indiferent de bonitatea acestuia.",1
"Banca își rezervă prerogativa discreționar de a bloca accesul la cardul de credit în orice moment, fără înștiințare prealabilă și fără a oferi o motivație clientului.",1
"Dacă locația evenimentului devine indisponibilă (ex: incendiu, lipsă avize ISU), Clientul nu are posibilitatea să rezilia contractul. Prestatorul va muta evenimentul într-un cort sau o locație alternativă, Clientul fiind dator să achite prețul integral.",1
"Agenția de marketing digital decide în mod exclusiv dacă obiectivele campaniei au fost atinse, raportându-se strict la metricile și instrumentele de tracking pe care le consideră relevante, fără a accepta datele din platformele Beneficiarului.",1
"Designerul și Cumpărătorul agreează un brief detaliat la semnarea contractului. Divergențele privind conformitatea livrabilelor cu brief-ul se soluționează prin dialog, cu posibilitatea de a include o opinie profesională independentă.",0
Clientul are dreptul de a rezilia prezentul contract pe motivul prestării defectuoase a serviciilor de mentenanță dacă deficiențele nu sunt remediate în termenul de grație de 30 de zile prevăzut în contract.,0
"Compania aeriană este singura autoritate recunoscută în a interpreta condițiile tarifare, regimul de check-in dar și regulile stricte de aplicare a taxelor pentru bagajele de mână excedentare.",1
"Turistul este obligat să achite integral factura de reparații pentru a-și ridica autoturismul, neputând compensa această sumă cu valoarea pieselor sau bunurilor personale care au dispărut din interiorul mașinii pe durata șederii în atelier.",1
"Cumpărătorul poate dovedi că produsul a fost livrat defect prin orice mijloc de probă legal (fotografie, înregistrare video, expert), o expertiză autorizată la costul numai al Pacientului nefiind condiție obligatorie.",0
"În caz de neînțelegeri privind facturarea, Abonatul poate sesiza oricând Autoritatea Națională pentru Administrare cum și Reglementare în Comunicații (ANCOM) sau instanțele judecătorești judecătorești, procedura de mediere internă nefiind obligatorie.",0
"Beneficiarul va achita contravaloarea intervenției la termenul scadent, renunțând la prerogativa de a compensa factura de prestări servicii cu daunele provocate utilajelor de către tehnicienii Executantului din neglijență.",1
"Indisponibilitatea serverelor din culpa Furnizorului (inclusiv atacuri cibernetice cunoscute și neglijate) dă dreptul Utilizatorului la compensații conform acordului SLA, inclusiv reducerea facturii pentru perioada de nefuncționare.",0
"Beneficiarul este obligat să achite bugetul de publicitate agreat, chiar în situația în care Agenția nu a livrat materialele promoționale la termenul convenit, periclitând campania de lansare a Beneficiarului.",1
"Compania aeriană este singura autoritate recunoscută în a interpreta termenii tarifare, regimul de check-in cum și regulile stricte de aplicare a taxelor pentru bagajele de mână excedentare.",1
"Prestatorul poate subcontracta integral ori parțial serviciile de curățenie către terți neprecizați în contract, fără a notifica Beneficiarul precum și fără a-și asuma răspunderea solidară pentru pagubele produse de subcontractori.",1
"Operatorul răspunde pentru daunele produse vehiculului în timpul reparațiilor efectuate cu neglijență sau fără respectarea regulilor tehnice; prin semnarea devizului, clientul nu renunță la drepturile legale de garanție.",0
"Expeditorul poate dovedi valoarea bunului deteriorat prin orice mijloc de probă legal (factură, evaluare, martor), fără a fi limitat la facturi fiscale cu un termen de valabilitate arbitrar.",0
"Părintele va suporta costurile suplimentare stabilite strict pentru programe optionale clar definite (ex. arte/muzică), la care acceptă expres participarea, fără modificări obligatorii ce ar atrage costuri pe parcursul trimestrului.",0
"Beneficiarul are opțiunea de a solicita reducerea sau suspendarea plăților în cazul în care echipajele Prestatorului nu s-au prezentat la obiectiv în timpii garantați în contract, conform clauzei de nivel al serviciului (SLA).",0
"Compania administratoare poate delega gestionarea plăților și a retururilor cu avizarea utilizatorilor, dar obligația de a soluționa litigiile comerciale rămâne în sarcina companiei administratoare.",0
Contractul de abonament poate fi transferat către un alt operator de săli de fitness cu notificarea prealabilă a membrului și cu dreptul acestuia de a rezilia fără penalități dacă nu acceptă transferul.,0
"Banca răspunde pentru prejudiciile cauzate prin nefuncționarea sistemului de Internet/Mobile Banking din culpa sa, în conformitate cu legislația bancară cum și cu reglementările BNR aplicabile.",0
"Promitentul-Vânzător poate cesiona obligația de construire strict cu consimțământul scris al Promitentului-Cumpărător, care păstrează dreptul de a refuza cesiunea în ipoteza în care noul executant nu prezintă garanții suficiente.",0
"Banca poate propune modificarea clauzelor contractuale, a dobânzii sau a comisioanelor exclusiv printr-o notificare scrisă transmisă Împrumutatului cu cel puțin 30 de zile înainte. Modificările intră în vigoare doar după expirarea termenului de notificare, iar Împrumutatul are prerogativa de a refuza dar și de a rambursa anticipat creditul fără costuri suplimentare.",0
